restaurant_id,name,city,area,cuisines,avg_cost_for_two,budget_band,rating,rating_count,attributes,source_updated_at
d3ce4da3-f20e-5daf-88ab-27a3987c7576,Corner House Ice Cream,Banashankari,Banashankari,"['Ice Cream', 'Desserts']",400.0,low,4.3,345,{},2026-04-14T16:58:16.338798+00:00
d7296ccc-bd50-5d67-9328-0a9488edaabc,Biryanis And More,Banashankari,Jayanagar,"['Biryani', 'North Indian', 'Chinese', 'Andhra', 'South Indian']",750.0,low,4.0,618,{},2026-04-14T16:58:16.338798+00:00
a3765ef9-a7ec-51db-a4fb-958744358196,Roving Feast,Banashankari,Banashankari,"['Italian', 'Continental', 'Fast Food', 'Chinese', 'Momos']",450.0,low,4.0,1047,{},2026-04-14T16:58:16.338798+00:00
07d00ecf-a581-51c5-8fd3-64c24a31ec59,FreshMenu,Banashankari,Banashankari,"['Healthy Food', 'Chinese', 'Biryani', 'North Indian', 'Continental', 'Salad', 'American', 'Burger']",450.0,low,3.9,627,{},2026-04-14T16:58:16.338798+00:00
67def444-4000-5f22-9803-e17fe921145f,Banashankari Donne Biriyani,Banashankari,Banashankari,"['Biryani', 'Fast Food']",300.0,low,3.8,104,{},2026-04-14T16:58:16.338798+00:00
d7f198e6-0df6-5c6e-8b2b-b76610f347ce,Wamama,Banashankari,Banashankari,"['Asian', 'Korean', 'Indonesian', 'Japanese', 'Chinese', 'Thai', 'Momos']",800.0,low,4.2,354,{},2026-04-14T16:58:16.338798+00:00
dbd8f51f-451d-51bd-b387-d1b7e0a3107b,Five Star Chicken,Banashankari,Banashankari,"['Fast Food', 'Burger']",200.0,low,3.6,55,{},2026-04-14T16:58:16.338798+00:00
da14e30f-56f9-555a-bee8-d2f4c20a0187,XO Belgian Waffle,Banashankari,Banashankari,"['Desserts', 'Beverages']",400.0,low,3.7,17,{},2026-04-14T16:58:16.338798+00:00
7f382621-b86f-5780-9e02-39565cf55522,Peppy Peppers,Banashankari,Banashankari,"['Italian', 'North Indian', 'Mexican']",800.0,low,4.2,244,{},2026-04-14T16:58:16.338798+00:00
38419593-2f2c-5b60-a4c5-a7042c3c63a2,Goa 0 Km,Banashankari,Kumaraswamy Layout,"['Goan', 'Seafood', 'North Indian', 'Chinese', 'Biryani']",800.0,low,3.6,163,{},2026-04-14T16:58:16.338798+00:00
f60ecc8c-0bca-57a6-ba5e-b66c5232bbf8,Chinese Kitchen,Banashankari,Basavanagudi,['Chinese'],150.0,low,3.8,58,{},2026-04-14T16:58:16.338798+00:00
f1a5f9f9-30c2-53f6-89e1-919ccbeaef17,1947,Banashankari,Banashankari,"['North Indian', 'Chinese']",850.0,medium,4.0,808,{},2026-04-14T16:58:16.338798+00:00
079d8c4b-de15-571c-accd-15e982f61071,Cake of the Day,Banashankari,Banashankari,['Bakery'],150.0,low,3.7,78,{},2026-04-14T16:58:16.338798+00:00
71d4f633-6a7e-5be4-9c2c-4328816f655f,Kabab Magic,Banashankari,Basavanagudi,"['North Indian', 'Kebab', 'Chinese', 'Fast Food']",400.0,low,4.1,1720,{},2026-04-14T16:58:16.338798+00:00
6e47dd6c-44ac-565b-b546-32fef21943d6,Namma Brahmin's Idli,Banashankari,Jayanagar,['South Indian'],100.0,low,3.6,34,{},2026-04-14T16:58:16.338798+00:00
4dbc8f2f-7028-59a8-9438-ecde6fbda9ca,Gustoes Beer House,Banashankari,Banashankari,"['Continental', 'Italian', 'Mexican', 'North Indian', 'Chinese', 'Steak']",1.0,low,4.1,868,{},2026-04-14T16:58:16.338798+00:00
f5570d8b-8add-5f3b-ad91-934ba3af8f5a,Sugar Rush,Banashankari,Banashankari,"['Bakery', 'Desserts']",300.0,low,3.8,39,{},2026-04-14T16:58:16.338798+00:00
54dde6ed-0700-5128-bad7-284967a0af82,Burger King,Banashankari,Basavanagudi,"['Burger', 'Fast Food', 'Beverages']",600.0,low,3.2,71,{},2026-04-14T16:58:16.338798+00:00
81b89e29-584a-587a-8af0-13615213732a,The Good Bowl,Banashankari,Banashankari,"['Italian', 'North Indian', 'Biryani']",500.0,low,3.6,6,{},2026-04-14T16:58:16.338798+00:00
2bb35e7e-19d4-5536-82b1-3a68658e06e3,The Biryani Cafe,Banashankari,Banashankari,"['Biryani', 'Chinese', 'Kebab']",300.0,low,4.1,520,{},2026-04-14T16:58:16.338798+00:00
6014b7c3-ae2d-50bc-a699-eda77cf00fe7,Spicy Tandoor,Banashankari,Banashankari,['North Indian'],150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
6641922f-87c8-5efd-86c4-f0de9e46e530,LSD Cafe,Banashankari,Banashankari,"['Chinese', 'Continental', 'Italian', 'North Indian']",700.0,low,2.9,84,{},2026-04-14T16:58:16.338798+00:00
8da1cadd-8e7f-5c88-951c-a90c153adb41,Rolls On Wheels,Banashankari,Banashankari,"['Fast Food', 'Rolls', 'Momos']",300.0,low,3.6,299,{},2026-04-14T16:58:16.338798+00:00
9637863a-d3f4-5332-bd73-cdbf7530e9ac,Om Sri Vinayaka Chats,Banashankari,Banashankari,"['Street Food', 'Fast Food']",500.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
81bb048b-c5ab-5f0b-b9af-c37a50fe062d,Sri Guru Kottureshwara Davangere Benne Dosa,Banashankari,Basavanagudi,['South Indian'],150.0,low,4.1,558,{},2026-04-14T16:58:16.338798+00:00
fa6a7492-1b9f-5d8e-a04b-8fa40d2f2cad,Devanna Dum Biriyani Centre,Banashankari,Banashankari,"['Biryani', 'South Indian']",300.0,low,3.6,28,{},2026-04-14T16:58:16.338798+00:00
7f7b3313-acea-5b3c-a183-a7a31a62cfe3,Kolbeh,Banashankari,Banashankari,['Fast Food'],500.0,low,3.7,22,{},2026-04-14T16:58:16.338798+00:00
3fda8b32-fcc2-57af-be03-d4b927f8bdb7,Upahar Sagar,Banashankari,Banashankari,"['South Indian', 'Chinese', 'North Indian']",350.0,low,3.8,39,{},2026-04-14T16:58:16.338798+00:00
cf91cd9f-7bd2-5ec7-87f9-8ed16816f35f,Kadalu Sea Food Restaurant,Banashankari,Vijay Nagar,"['Seafood', 'North Indian', 'Chinese', 'Andhra', 'Biryani', 'Kebab']",500.0,low,3.8,153,{},2026-04-14T16:58:16.338798+00:00
78fd9520-3f55-57d4-9ef8-428dfb4ae32e,Frozen Bottle,Banashankari,Banashankari,"['Beverages', 'Desserts', 'Ice Cream']",400.0,low,4.2,146,{},2026-04-14T16:58:16.338798+00:00
6cf50f84-36d7-5a6b-897e-b85ac0585975,Parimala Sweets,Banashankari,Banashankari,"['Mithai', 'Street Food']",200.0,low,3.5,14,{},2026-04-14T16:58:16.338798+00:00
57144d85-8246-5f9b-82a0-a9130a1d8270,Vaishali Deluxe,Banashankari,Banashankari,"['North Indian', 'Chinese']",700.0,low,3.8,42,{},2026-04-14T16:58:16.338798+00:00
26174971-4dc3-55d0-a51c-6efb60cd85ef,Chill Out,Banashankari,Banashankari,"['South Indian', 'Chinese']",100.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
3b8970db-2eef-50c5-b4ce-cc44ac0a2edb,The Big O Bakes,Banashankari,Banashankari,"['Bakery', 'Desserts']",300.0,low,4.0,66,{},2026-04-14T16:58:16.338798+00:00
e080fb83-b1cd-562a-ac3e-7e0d5df659a6,Meghana Foods,Banashankari,Jayanagar,"['Biryani', 'North Indian', 'Chinese']",600.0,low,4.4,4401,{},2026-04-14T16:58:16.338798+00:00
9da0e880-fa90-5bc6-9334-d098f9ba41a9,Krishna Sagar,Banashankari,Banashankari,['North Indian'],200.0,low,3.5,31,{},2026-04-14T16:58:16.338798+00:00
5c82dbce-5279-588f-9a5f-af0fa5ae8052,Dessert Rose,Banashankari,Banashankari,['Desserts'],500.0,low,3.5,7,{},2026-04-14T16:58:16.338798+00:00
71f7f0e6-aeb8-55d7-b76c-8603c5f5651b,Chickpet Donne Biryani House,Banashankari,Banashankari,['Biryani'],250.0,low,3.7,21,{},2026-04-14T16:58:16.338798+00:00
dcd1633b-8f59-5cb1-8c2b-12724b82f283,Me And My Cake,Banashankari,Banashankari,"['Bakery', 'Desserts']",500.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
fd7598c9-a287-5cff-b8ce-9168fb6ab96f,Sunsadm,Banashankari,Banashankari,['South Indian'],400.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
62e1a47b-ef17-5b4b-ba5c-34b13c3f8725,Annapooraneshwari Mess,Banashankari,Banashankari,['South Indian'],200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
96e88901-266d-51cf-bc30-0b120e22c501,Thanco's Natural Ice Creams,Banashankari,Banashankari,['Ice Cream'],300.0,low,3.2,9,{},2026-04-14T16:58:16.338798+00:00
d611127c-5f68-5163-a896-94349e1f997a,Nandhini Deluxe,Banashankari,Banashankari,['North Indian'],600.0,low,2.6,283,{},2026-04-14T16:58:16.338798+00:00
ed49a707-cf59-5fb9-8035-7a084ece5462,Vi Ra's Bar and Restaurant,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Chinese']",800.0,low,3.3,62,{},2026-04-14T16:58:16.338798+00:00
fb7f8b9d-905f-52ae-943d-8b0da2691d04,Kaggis,Banashankari,Banashankari,"['Fast Food', 'Bakery']",250.0,low,3.8,64,{},2026-04-14T16:58:16.338798+00:00
7c1c82f2-4e20-5ca6-adbe-e7316bd06de8,Ayda Persian Kitchen,Banashankari,Banashankari,"['North Indian', 'Iranian']",950.0,medium,3.7,39,{},2026-04-14T16:58:16.338798+00:00
b023f2c2-67f4-5038-ba8e-cfd4b09f9011,Chatar Patar,Banashankari,Banashankari,"['Fast Food', 'Street Food']",300.0,low,3.7,65,{},2026-04-14T16:58:16.338798+00:00
390ba6b2-9f32-5419-8826-cf8bd6c4260c,Polar Bear,Banashankari,Basavanagudi,"['Ice Cream', 'Desserts', 'Beverages', 'Sandwich']",400.0,low,3.8,71,{},2026-04-14T16:58:16.338798+00:00
a551e31e-7634-5e14-8053-03165a20a055,Kidambi's Kitchen,Banashankari,Banashankari,['South Indian'],300.0,low,3.5,52,{},2026-04-14T16:58:16.338798+00:00
e8f374de-239e-592f-a517-fd2f6ebcdb8f,Mane Thindi,Banashankari,Banashankari,['South Indian'],200.0,low,3.7,130,{},2026-04-14T16:58:16.338798+00:00
dae1ba11-3874-550f-9946-d2b2da40c1bb,Kotian Karavali Restaurant,Banashankari,Banashankari,"['South Indian', 'Biryani']",300.0,low,3.5,10,{},2026-04-14T16:58:16.338798+00:00
cd9d9b5c-dd32-5e4a-98b9-a3d1f39d4874,Floured-Baked With Love,Banashankari,Banashankari,['Bakery'],400.0,low,3.8,45,{},2026-04-14T16:58:16.338798+00:00
70594565-e1d1-55f8-81fb-9c612b99e49c,Cakes & Slices,Banashankari,Banashankari,"['Bakery', 'Desserts']",300.0,low,3.5,13,{},2026-04-14T16:58:16.338798+00:00
27c7367d-3e3e-5351-8dad-a944202aeb04,Spice 9,Banashankari,Banashankari,"['Biryani', 'North Indian', 'Chinese', 'Fast Food']",300.0,low,3.4,8,{},2026-04-14T16:58:16.338798+00:00
0a05675d-0343-5690-b603-0566f700af49,Coffee Shopee,Banashankari,Banashankari,['Beverages'],250.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
db2a68e4-5f8a-5459-aaf5-dc200faeaa5c,Naveen Kabab & Biriyani Mane,Banashankari,Banashankari,['Biryani'],300.0,low,3.2,9,{},2026-04-14T16:58:16.338798+00:00
6f5d91c4-8a30-59a5-bbd9-d40bad4cb8f4,Katriguppe Donne Biryani,Banashankari,Banashankari,['North Indian'],300.0,low,3.2,4,{},2026-04-14T16:58:16.338798+00:00
b54b7ec4-2fce-5abe-9758-aa05476d268e,Hari Super Sandwich,Banashankari,Banashankari,"['Sandwich', 'Pizza', 'Beverages']",200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
7729b1b6-ead2-5645-998a-226c9f801416,Atithi Point Ande Ka Funda,Banashankari,Banashankari,['North Indian'],150.0,low,3.1,29,{},2026-04-14T16:58:16.338798+00:00
c06cfa0d-73f6-5fb9-a746-66e4ed806db9,Just Bake,Banashankari,Banashankari,"['Bakery', 'Desserts']",400.0,low,3.4,8,{},2026-04-14T16:58:16.338798+00:00
53917706-7166-5ae0-b61d-0f7738e1517c,Dharwad Line Bazaar Mishra Pedha,Banashankari,Banashankari,['Mithai'],150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
cb614189-6f98-5b11-89ab-ba5d9ef61890,Cake Bite,Banashankari,Banashankari,['Bakery'],300.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
a2466c18-e242-574a-8380-d2d4ec025d90,Aarush's Food Plaza,Banashankari,Banashankari,"['North Indian', 'Street Food']",200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
389a2cf0-27c7-5063-8018-db4aaf5f4eff,Wood Stove,Banashankari,Banashankari,['South Indian'],150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
09908190-aa22-573c-b357-d3ee73827580,Kulfi & More,Banashankari,Banashankari,"['Ice Cream', 'Desserts', 'Juices']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
f62e5f16-cae1-5b55-8805-dd74e48eea84,Kannadigas Karavali,Banashankari,Banashankari,"['Mangalorean', 'South Indian', 'North Indian']",250.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
4fff4099-74dd-5a23-9f0c-d2161c14d609,K27 - The Pub,Banashankari,Banashankari,"['Chinese', 'North Indian']",1.0,low,3.1,30,{},2026-04-14T16:58:16.338798+00:00
cba47e13-422d-5224-b9c8-670625ee6eeb,Bengaluru Coffee House,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",300.0,low,4.1,201,{},2026-04-14T16:58:16.338798+00:00
838f1884-ba48-5808-a836-0e3843099e23,New Mangalore Lunch Home,Banashankari,Banashankari,"['Mangalorean', 'South Indian', 'North Indian']",200.0,low,3.3,7,{},2026-04-14T16:58:16.338798+00:00
ab5583ff-e141-5c70-a22f-5cd23180356b,Coffee Bytes,Banashankari,Banashankari,"['Fast Food', 'South Indian']",100.0,low,3.1,6,{},2026-04-14T16:58:16.338798+00:00
5980688a-f3ff-536e-af82-2d1eb46396ef,Parjanya Chat Zone,Banashankari,Banashankari,"['Street Food', 'Fast Food']",200.0,low,3.3,17,{},2026-04-14T16:58:16.338798+00:00
4d8e0d11-a342-574c-afe0-78ffc3d5dd55,Kwality Wall's Swirl's Happiness Station,Banashankari,Banashankari,"['Ice Cream', 'Desserts']",200.0,low,2.9,25,{},2026-04-14T16:58:16.338798+00:00
bc7bfdeb-f8eb-525a-b3a4-74a9f472dd5a,Soms Kitchen & Bakes,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Continental']",400.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
021e47f2-f02b-55e0-b9db-f414165efea0,Banashankari Nati Style,Banashankari,Banashankari,"['Biryani', 'Chinese', 'South Indian', 'North Indian']",350.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
5d473bae-4284-5311-8176-9ee4a1a3e275,Ruchi Maayaka,Banashankari,Banashankari,['South Indian'],100.0,low,3.3,8,{},2026-04-14T16:58:16.338798+00:00
a9e83478-933a-5222-a305-c1d6242c359b,Mohitesh Hut Roll,Banashankari,Banashankari,"['Rolls', 'North Indian']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
319ceb60-f2ea-5a68-b3c4-c5b2c2b36658,Sri Basaveshwar Jolada Rotti Oota,Banashankari,Banashankari,['South Indian'],150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
e7d5d4ef-677b-5153-a193-dd9726506d01,Roll Magic Fast Food,Banashankari,Banashankari,"['Biryani', 'Rolls', 'Chinese']",200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
208c5076-fce1-5073-ab0c-3cb41e97734b,Foodlieious Multi Cuisine,Banashankari,Banashankari,['North Indian'],100.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
ecb7f198-a570-5ede-ad01-96703b6eb562,Thanishka Nati And Karavali Style,Banashankari,Banashankari,"['Biryani', 'Fast Food']",400.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
b85000dc-4e4a-5423-bd9f-b8cbc69bae9c,Swathi Cool Point,Banashankari,Banashankari,"['Beverages', 'Juices']",200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
04b7374a-f0f6-5882-95d8-0b88bf9def82,Kaumudis Juoice,Banashankari,Banashankari,"['Beverages', 'Fast Food', 'Juices']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
b90fe01e-b47c-58c7-b074-0903c9e4aef3,Amma - Manae,Banashankari,Banashankari,['South Indian'],400.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
5c3b2df9-8e05-58a5-b394-fd4fe7f64603,Sri Sai Tiffannies,Banashankari,Banashankari,"['South Indian', 'Chinese']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
7d62dacb-793c-5115-9315-253bcfe67f31,Hotel Andhra Speices,Banashankari,Banashankari,['Andhra'],250.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
295fb450-56a7-5fff-8ab2-041b89a53fdb,Sri Murari Family Restaurant,Banashankari,Banashankari,['Biryani'],250.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
b8b5e9f2-caac-535e-af8d-00367a642a4a,Aramane Donne Biriyani,Banashankari,Banashankari,"['South Indian', 'Biryani']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
